expense_id,amount,merchant,description,category
EXP07855,190.52,Liberty Mutual,life insurance premium,insurance
EXP07856,94.75,State Farm,car insurance premium,insurance
EXP07857,38.91,Parking Authority,meter parking,transport
EXP07858,241.24,Family Clinic,routine examination,healthcare
EXP07859,284.43,Eye Care Center,contact lenses,healthcare
EXP07860,323.82,Allstate,property insurance,insurance
EXP07861,37.55,Walmart,pharmacy items,shopping
EXP07862,325.49,Blue Cross Blue Shield,medical coverage,insurance
EXP07863,98.41,Xfinity,cable and internet,utilities
EXP07864,100.36,Shell,premium gasoline,transport
EXP07865,5847.71,University,student fees,education
EXP07866,53.61,Chevron,oil change service,transport
EXP07867,124.0,Trader Joe's,frozen meals,food
EXP07868,15.14,Starbucks,frappuccino,food
EXP07869,965.49,Apple Store,MacBook laptop,technology
EXP07870,1615.88,Property Management,apartment fee,rent
EXP07871,46.84,PlayStation Store,game download,entertainment
EXP07872,83.49,Macy's,cosmetics,shopping
EXP07873,284.02,Family Clinic,medical consultation,healthcare
EXP07874,643.44,Best Buy,computer mouse,shopping
EXP07875,7.53,Google Play,premium app,technology
EXP07876,189.78,Eye Care Center,eyeglasses,healthcare
EXP07877,91.42,CVS Pharmacy,flu medication,healthcare
EXP07878,144.83,Xfinity,monthly internet bill,utilities
EXP07879,18.18,KFC,popcorn chicken,food
EXP07880,243.79,Amazon Tech,tech gadgets,technology
EXP07881,21.32,Target,home decor items,shopping
EXP07882,110.06,CVS Pharmacy,pharmacy pickup,healthcare
EXP07883,67.33,Chevron,car maintenance,transport
EXP07884,14.27,KFC,popcorn chicken,food
EXP07885,55.97,Coursera,certification program,education
EXP07886,1390.71,Apartment Complex,residential payment,rent
EXP07887,17.79,Starbucks,frappuccino,food
EXP07888,48.38,Coursera,skill development,education
EXP07889,839.24,Microsoft Store,Office 365 subscription,technology
EXP07890,14.39,Planet Fitness,fitness membership,fitness
EXP07891,1414.73,Housing Authority,rental assistance,rent
EXP07892,9.38,Spotify,premium subscription,entertainment
EXP07893,12.76,McDonald's,breakfast McMuffin,food
EXP07894,331.32,Hilton Hotels,family vacation hotel,travel
EXP07895,762.82,Real Estate Rental,housing rental,rent
EXP07896,100.74,Walmart,pharmacy items,shopping
EXP07897,9.9,Disney+,streaming service,entertainment
EXP07898,10.9,Metro Transit,daily transit fare,transport
EXP07899,1441.7,Apple Store,MacBook laptop,technology
EXP07900,9.22,Khan Academy,educational subscription,education
EXP07901,346.3,Hilton Hotels,family vacation hotel,travel
EXP07902,182.27,Concert Venue,concert tickets,entertainment
EXP07903,46.12,AMC Theaters,weekend movie,entertainment
EXP07904,242.35,Amazon Books,reference books,education
EXP07905,239.93,Home Depot,hardware supplies,shopping
EXP07906,52.75,Waste Management,monthly trash bill,utilities
EXP07907,988.96,Microsoft Store,Windows software,technology
EXP07908,87.35,Eye Care Center,optical services,healthcare
EXP07909,2099.87,Real Estate Rental,monthly lease,rent
EXP07910,292.39,Blue Cross Blue Shield,medical coverage,insurance
EXP07911,38.89,Water Department,municipal water,utilities
EXP07912,6869.14,University,academic fees,education
EXP07913,2019.51,Apartment Complex,complex fees,rent
EXP07914,13.94,McDonald's,Big Mac meal,food
EXP07915,60.09,Metro Transit,public transport,transport
EXP07916,906.29,Landlord Services,housing cost,rent
EXP07917,34.13,Planet Fitness,fitness membership,fitness
EXP07918,92.29,Verizon,cell phone bill,utilities
EXP07919,87.29,Sports Authority,fitness equipment,fitness
EXP07920,66.26,Trader Joe's,organic vegetables,food
EXP07921,315.3,Amazon Tech,tech gadgets,technology
EXP07922,94.35,Peoples Gas,gas service charge,utilities
EXP07923,907.34,Microsoft Store,Surface laptop,technology
EXP07924,23.54,Domino's,pizza pickup order,food
EXP07925,9.48,Disney+,annual subscription,entertainment
EXP07926,47.94,Whole Foods,weekly shopping,food
EXP07927,3151.62,University,academic fees,education
EXP07928,100.59,Enterprise Rental,business trip rental,travel
EXP07929,24.02,Subway,veggie delite,food
EXP07930,153.64,Hilton Hotels,business stay,travel
EXP07931,38.32,Lyft,ride to meeting,transport
EXP07932,175.11,Family Clinic,doctor visit,healthcare
EXP07933,41.15,Whole Foods,organic groceries,food
EXP07934,340.57,Family Clinic,medical consultation,healthcare
EXP07935,538.3,Campus Bookstore,school supplies,education
EXP07936,358.72,Allstate,home insurance,insurance
EXP07937,303.13,Family Clinic,doctor visit,healthcare
EXP07938,84.65,Parking Authority,airport parking,transport
EXP07939,21.7,AMC Theaters,IMAX movie,entertainment
EXP07940,17.26,McDonald's,quarter pounder combo,food
EXP07941,149.13,Progressive,vehicle insurance,insurance
EXP07942,760.93,Samsung,Galaxy smartphone,technology
EXP07943,5.94,Spotify,ad-free music,entertainment
EXP07944,1998.34,Apartment Complex,complex fees,rent
EXP07945,1065.6,Real Estate Rental,housing rental,rent
EXP07946,85.74,Xfinity,wifi service,utilities
EXP07947,40.9,Google Play,app purchase,technology
EXP07948,315.16,Samsung,tech gadget,technology
EXP07949,53.47,Uber,trip to downtown,transport
EXP07950,916.42,Housing Authority,assisted housing,rent
EXP07951,237.32,Sports Authority,athletic supplies,fitness
EXP07952,18.54,McDonald's,chicken nuggets,food
EXP07953,109.35,State Farm,monthly car insurance,insurance
EXP07954,155.21,Xfinity,cable and internet,utilities
EXP07955,135.3,Metro Transit,public transport,transport
EXP07956,7528.34,University,education payment,education
EXP07957,117.69,Walmart,household supplies,shopping
EXP07958,78.56,Uber,ride to airport,transport
EXP07959,3708.8,University,student fees,education
EXP07960,473.07,Delta Airlines,business trip flight,travel
EXP07961,182.23,Hilton Hotels,conference hotel,travel
EXP07962,43.07,Uber,trip to downtown,transport
EXP07963,27.69,Chipotle,burrito bowl,food
EXP07964,15.95,Yoga Studio,meditation class,fitness
EXP07965,43.47,Waste Management,monthly trash bill,utilities
EXP07966,7.41,Subway,Italian BMT,food
EXP07967,909.08,Real Estate Rental,property rental,rent
EXP07968,226.68,Costco,household bulk items,shopping
EXP07969,1825.37,Real Estate Rental,real estate rent,rent
EXP07970,17.83,Amazon,books and supplies,shopping
EXP07971,110.49,MetLife,vision insurance,insurance
EXP07972,1450.57,Housing Authority,public housing,rent
EXP07973,214.95,Expedia,trip booking,travel
EXP07974,127.16,ComEd,power bill payment,utilities
EXP07975,1899.66,Real Estate Rental,housing rental,rent
EXP07976,90.23,H&M,jeans and tops,shopping
EXP07977,39.5,Waste Management,garbage collection,utilities
EXP07978,43.02,Google Play,in-app purchase,technology
EXP07979,131.29,Nike Store,athletic shoes,fitness
EXP07980,65.02,Personal Trainer,exercise coaching,fitness
EXP07981,277.05,Amazon Tech,cables and adapters,technology
EXP07982,163.49,Eye Care Center,eyeglasses,healthcare
EXP07983,458.88,Southwest Airlines,flight booking,travel
EXP07984,138.94,Physical Therapy,therapy session,healthcare
EXP07985,154.3,Xfinity,monthly internet bill,utilities
EXP07986,366.48,Family Clinic,medical consultation,healthcare
EXP07987,158.4,Verizon,phone and data,utilities
EXP07988,117.44,H&M,spring fashion,shopping
EXP07989,288.8,Airbnb,travel accommodation,travel
EXP07990,136.62,Personal Trainer,fitness coaching,fitness
EXP07991,98.7,Parking Authority,downtown parking,transport
EXP07992,92.81,Enterprise Rental,vacation car rental,travel
EXP07993,1783.39,Property Management,housing payment,rent
EXP07994,22.34,Planet Fitness,workout membership,fitness
EXP07995,113.64,Walgreens,pain relievers,healthcare
EXP07996,118.8,Udemy,business course,education
EXP07997,1398.77,Landlord Services,residential rent,rent
EXP07998,17.3,Domino's,chicken wings,food
EXP07999,139.26,Family Clinic,annual checkup,healthcare
EXP08000,267.28,State Farm,vehicle coverage,insurance
EXP08001,44.78,Pizza Hut,personal pan pizza,food
EXP08002,44.6,PlayStation Store,digital game,entertainment
EXP08003,460.28,Samsung,Galaxy smartphone,technology
EXP08004,75.22,MetLife,healthcare supplement,insurance
EXP08005,152.99,Eye Care Center,eye examination,healthcare
EXP08006,13.64,Disney+,streaming subscription,entertainment
EXP08007,2318.1,Real Estate Rental,housing rental,rent
EXP08008,7168.19,University,semester tuition,education
EXP08009,168.65,State Farm,monthly car insurance,insurance
EXP08010,25.48,CVS Pharmacy,pharmacy pickup,healthcare
EXP08011,8.88,Disney+,annual subscription,entertainment
EXP08012,134.5,MetLife,dental insurance,insurance
EXP08013,345.8,Delta Airlines,flight to New York,travel
EXP08014,148.88,Whole Foods,weekly shopping,food
EXP08015,63.56,Lyft,airport pickup,transport
EXP08016,113.41,Whole Foods,fresh produce,food
EXP08017,859.11,Housing Authority,housing payment,rent
EXP08018,10.82,Disney+,annual subscription,entertainment
EXP08019,288.98,Southwest Airlines,travel to Chicago,travel
EXP08020,1226.22,Apartment Complex,complex fees,rent
EXP08021,370.34,Marriott Hotel,weekend getaway,travel
EXP08022,23.26,Lyft,work commute,transport
EXP08023,13.03,Chipotle,guacamole and chips,food
EXP08024,238.47,Airbnb,short-term rental,travel
EXP08025,47.56,Pizza Hut,personal pan pizza,food
EXP08026,218.63,Home Depot,home repair items,shopping
EXP08027,78.99,CVS Pharmacy,vitamins and supplements,healthcare
EXP08028,229.79,Amazon Books,academic resources,education
EXP08029,53.31,Trader Joe's,frozen meals,food
EXP08030,27.7,Chipotle,guacamole and chips,food
EXP08031,187.53,Campus Bookstore,academic books,education
EXP08032,65.75,Campus Bookstore,course materials,education
EXP08033,148.66,Xfinity,broadband service,utilities
EXP08034,86.69,Xfinity,monthly internet bill,utilities
EXP08035,476.49,Microsoft Store,Microsoft hardware,technology
EXP08036,1364.01,Housing Authority,housing payment,rent
EXP08037,387.89,Best Buy,computer mouse,technology
EXP08038,14.11,Spotify,premium subscription,entertainment
EXP08039,184.75,Microsoft Store,Microsoft hardware,technology
EXP08040,20.74,McDonald's,chicken nuggets,food
EXP08041,27.61,Lyft,shared ride,transport
EXP08042,20.0,ComEd,electric service,utilities
EXP08043,139.96,State Farm,car insurance premium,insurance
EXP08044,22.37,Uber,ride to airport,transport
EXP08045,188.03,Sports Authority,workout accessories,fitness
EXP08046,145.86,Trader Joe's,specialty items,food
EXP08047,18.91,Yoga Studio,meditation class,fitness
EXP08048,132.93,Macy's,cosmetics,shopping
EXP08049,33.59,Google Play,in-app purchase,technology
EXP08050,51.28,MetLife,dental insurance,insurance
EXP08051,131.41,AT&T,telecom services,utilities
EXP08052,23.12,Walgreens,allergy medicine,healthcare
EXP08053,156.07,Family Clinic,annual checkup,healthcare
EXP08054,6897.6,University,academic fees,education
EXP08055,72.35,LA Fitness,gym membership fee,fitness
EXP08056,50.43,PlayStation Store,DLC purchase,entertainment
EXP08057,23.61,Khan Academy,learning platform,education
EXP08058,155.28,Hilton Hotels,hotel reservation,travel
EXP08059,1445.56,Housing Authority,rental assistance,rent
EXP08060,35.33,MetLife,vision insurance,insurance
EXP08061,35.17,AMC Theaters,evening show tickets,entertainment
EXP08062,1224.03,Apple Store,iPhone purchase,technology
EXP08063,95.73,Airbnb,weekend rental,travel
EXP08064,209.03,Eye Care Center,contact lenses,healthcare
EXP08065,143.03,MetLife,dental insurance,insurance
EXP08066,1108.19,Expedia,travel booking,travel
EXP08067,26.5,Domino's,pizza pickup order,food
EXP08068,64.11,PlayStation Store,digital game,entertainment
EXP08069,39.74,Waste Management,waste pickup service,utilities
EXP08070,29.24,KFC,zinger burger combo,food
EXP08071,141.96,Trader Joe's,grocery run,food
EXP08072,188.29,Amazon Books,reference books,education
EXP08073,71.88,Chevron,oil change service,transport
EXP08074,54.19,Shell,gas tank fill-up,transport
EXP08075,107.0,CVS Pharmacy,flu medication,healthcare
EXP08076,421.21,Dental Office,oral care,healthcare
EXP08077,33.36,Domino's,pizza pickup order,food
EXP08078,88.24,Nike Store,sports apparel,fitness
EXP08079,312.94,Family Clinic,doctor visit,healthcare
EXP08080,49.91,Waste Management,monthly trash bill,utilities
EXP08081,31.42,Shell,fuel for road trip,transport
EXP08082,125.58,Macy's,designer clothes,shopping
EXP08083,117.43,Amazon Books,educational books,education
EXP08084,2095.52,Apartment Complex,apartment rent,rent
EXP08085,57.91,Sports Authority,athletic supplies,fitness
EXP08086,26.53,BP,snacks and gas,transport
EXP08087,41.6,Planet Fitness,workout membership,fitness
EXP08088,98.66,MetLife,healthcare supplement,insurance
EXP08089,47.91,Domino's,garlic bread,food
EXP08090,185.57,Whole Foods,organic groceries,food
EXP08091,302.79,Blue Cross Blue Shield,medical coverage,insurance
EXP08092,24.2,Chipotle,burrito bowl,food
EXP08093,1258.45,Property Management,monthly apartment rent,rent
EXP08094,13.15,Planet Fitness,gym access,fitness
EXP08095,24.75,Domino's,pizza pickup order,food
EXP08096,915.51,Expedia,trip booking,travel
EXP08097,1569.71,Housing Authority,housing payment,rent
EXP08098,26.56,Metro Transit,weekly pass,transport
EXP08099,40.23,Planet Fitness,health club,fitness
EXP08100,17.73,Netflix,family plan,entertainment
EXP08101,10.05,Chipotle,quesadilla meal,food
EXP08102,161.92,Apple Store,MacBook laptop,technology
EXP08103,14.28,Spotify,family music plan,entertainment
EXP08104,135.93,Family Clinic,doctor visit,healthcare
EXP08105,482.43,Delta Airlines,roundtrip ticket,travel
EXP08106,120.75,Macy's,jewelry gift,shopping
EXP08107,920.21,Samsung,smartwatch,technology
EXP08108,491.52,Amazon Tech,cables and adapters,technology
EXP08109,43.45,Domino's,chicken wings,food
EXP08110,22.36,Yoga Studio,mindfulness class,fitness
EXP08111,199.89,Parking Authority,downtown parking,transport
EXP08112,97.16,CVS Pharmacy,vitamins and supplements,healthcare
EXP08113,228.95,Samsung,tech gadget,technology
EXP08114,294.47,State Farm,car insurance premium,insurance
EXP08115,1043.61,Landlord Services,residential rent,rent
EXP08116,125.07,Samsung,Galaxy smartphone,technology
EXP08117,122.83,Best Buy,computer mouse,shopping
EXP08118,114.83,Liberty Mutual,life coverage,insurance
EXP08119,80.73,Best Buy,computer mouse,technology
EXP08120,137.44,Xfinity,wifi service,utilities
EXP08121,167.73,Home Depot,garden tools,shopping
EXP08122,3514.24,University,student fees,education
EXP08123,78.28,Target,gift cards,shopping
EXP08124,99.71,BP,regular gas fill,transport
EXP08125,145.62,Progressive,car coverage,insurance
EXP08126,2324.76,University,semester tuition,education
EXP08127,935.28,Property Management,lease payment,rent
EXP08128,3230.21,University,education payment,education
EXP08129,115.06,Chevron,gasoline purchase,transport
EXP08130,558.28,Campus Bookstore,course materials,education
EXP08131,9.59,Uber,late night ride,transport
EXP08132,90.06,Udemy,online learning,education
EXP08133,250.76,Allstate,property insurance,insurance
EXP08134,947.33,Samsung,phone accessories,technology
EXP08135,260.86,Delta Airlines,domestic flight,travel
EXP08136,35.55,Metro Transit,subway ticket,transport
EXP08137,236.91,Eye Care Center,eye examination,healthcare
EXP08138,15.78,Netflix,monthly streaming,entertainment
EXP08139,20.0,Peoples Gas,natural gas bill,utilities
EXP08140,111.62,Verizon,wireless service,utilities
EXP08141,64.53,Waste Management,garbage collection,utilities
EXP08142,114.56,Trader Joe's,grocery run,food
EXP08143,27.1,Whole Foods,prepared meals,food
EXP08144,142.6,Physical Therapy,physical treatment,healthcare
EXP08145,38.03,KFC,popcorn chicken,food
EXP08146,1940.02,Housing Authority,rental assistance,rent
EXP08147,135.4,Verizon,phone and data,utilities
EXP08148,18.04,Planet Fitness,monthly gym membership,fitness
EXP08149,124.72,CVS Pharmacy,pharmacy pickup,healthcare
EXP08150,167.49,Macy's,dress shirt,shopping
EXP08151,68.5,Verizon,cell phone bill,utilities
EXP08152,98.98,AT&T,fiber internet,utilities
EXP08153,172.14,Concert Venue,music concert,entertainment
EXP08154,182.27,Airbnb,vacation rental,travel
EXP08155,19.4,Starbucks,breakfast sandwich,food
EXP08156,107.49,Shell,gas tank fill-up,transport
EXP08157,297.19,Dental Office,dental examination,healthcare
EXP08158,127.34,Amazon Books,reference books,education
EXP08159,140.7,Parking Authority,meter parking,transport
EXP08160,66.76,Amazon,books and supplies,shopping
EXP08161,17.78,Yoga Studio,wellness session,fitness
EXP08162,128.75,Macy's,designer clothes,shopping
EXP08163,42.11,Coursera,online course,education
EXP08164,72.41,Eye Care Center,eye examination,healthcare
EXP08165,147.72,Personal Trainer,exercise coaching,fitness
